,work_qid,work_label,author,authorLabel,publication_date,title,edition_1,edition_2
196,Q136801085,Franzinens Geschichte,Q51928,Agnes Harder,1906-01-01T00:00:00Z,Franzinens Geschichte,Q136801086,Q136801087
197,Q136801086,Franzinens Geschichte (Erstausgabe von 1906),Q51928,Agnes Harder,1906-01-01T00:00:00Z,Franzinens Geschichte,,
198,Q136801087,Franzinens Geschichte (Projekt Gutenberg-DE Edition),Q51928,Agnes Harder,,Franzinens Geschichte,,
199,Q136801088,Trudchens Heirat,Q75922,Wilhelmine Heimburg,1894-01-01T00:00:00Z,Trudchens Heirat,Q136801089,Q136801090
200,Q136801089,Trudchens Heirat (Erstausgabe von 1894),Q75922,Wilhelmine Heimburg,1894-01-01T00:00:00Z,Trudchens Heirat,,
201,Q136801090,Trudchens Heirat (Projekt Gutenberg-DE Edition),Q75922,Wilhelmine Heimburg,,Trudchens Heirat,,
202,Q136801091,Trotzige Herzen,Q75922,Wilhelmine Heimburg,1898-01-01T00:00:00Z,Trotzige Herzen,Q136801092,Q136801093
203,Q136801092,Trotzige Herzen (Erstausgabe von 1898),Q75922,Wilhelmine Heimburg,1898-01-01T00:00:00Z,Trotzige Herzen,,
204,Q136801093,Trotzige Herzen (Projekt Gutenberg-DE Edition),Q75922,Wilhelmine Heimburg,,Trotzige Herzen,,
205,Q136801094,Mamsell Unnütz,Q75922,Wilhelmine Heimburg,1892-01-01T00:00:00Z,Mamsell Unnütz,Q136801095,Q136801096
206,Q136801095,Mamsell Unnütz (Erstausgabe von 1892),Q75922,Wilhelmine Heimburg,1892-01-01T00:00:00Z,Mamsell Unnütz,,
207,Q136801096,Mamsell Unnütz (Projekt Gutenberg-DE Edition),Q75922,Wilhelmine Heimburg,,Mamsell Unnütz,,
208,Q136801097,Aus dem Leben meiner alten Freundin,Q75922,Wilhelmine Heimburg,1878-01-01T00:00:00Z,Aus dem Leben meiner alten Freundin,Q136801098,Q136801099
209,Q136801098,Aus dem Leben meiner alten Freundin (Erstausgabe von 1878),Q75922,Wilhelmine Heimburg,1878-01-01T00:00:00Z,Aus dem Leben meiner alten Freundin,,
210,Q136801099,Aus dem Leben meiner alten Freundin (Projekt Gutenberg-DE Edition),Q75922,Wilhelmine Heimburg,,Aus dem Leben meiner alten Freundin,,
211,Q136801100,Alte Liebe und anderes,Q75922,Wilhelmine Heimburg,1906-01-01T00:00:00Z,Alte Liebe und anderes,Q136801101,Q136801102
212,Q136801101,Alte Liebe und anderes (Erstausgabe von 1906),Q75922,Wilhelmine Heimburg,1906-01-01T00:00:00Z,Alte Liebe und anderes,,
213,Q136801102,Alte Liebe und anderes (Projekt Gutenberg-DE Edition),Q75922,Wilhelmine Heimburg,,Alte Liebe und anderes,,
214,Q136801103,Der Zwergenring,Q569620,Anselma Heine,1925-01-01T00:00:00Z,Der Zwergenring,Q136801105,Q136801106
215,Q136801105,Der Zwergenring (Erstausgabe von 1925),Q569620,Anselma Heine,1925-01-01T00:00:00Z,Der Zwergenring,,
216,Q136801106,Der Zwergenring (Projekt Gutenberg-DE Edition),Q569620,Anselma Heine,,Der Zwergenring,,
217,Q136801107,Die verborgene Schrift,Q569620,Anselma Heine,1918-01-01T00:00:00Z,Die verborgene Schrift,Q136801108,Q136801109
218,Q136801108,Die verborgene Schrift (Erstausgabe von 1918),Q569620,Anselma Heine,1918-01-01T00:00:00Z,Die verborgene Schrift,,
219,Q136801109,Die verborgene Schrift (Projekt Gutenberg-DE Edition),Q569620,Anselma Heine,,Die verborgene Schrift,,
220,Q136801111,Die Dame aus der Derwisch-Höhle,Q1745616,Klaus Rittland,1905-01-01T00:00:00Z,Die Dame aus der Derwisch-Höhle,Q136801112,Q136801113
221,Q136801112,Die Dame aus der Derwisch-Höhle (Erstausgabe von 1905),Q1745616,Klaus Rittland,1905-01-01T00:00:00Z,Die Dame aus der Derwisch-Höhle,,
222,Q136801113,Die Dame aus der Derwisch-Höhle (Projekt Gutenberg-DE Edition),Q1745616,Klaus Rittland,,Die Dame aus der Derwisch-Höhle,,
223,Q136801114,Das Haus des Sonderlings,Q566964,Annie Hruschka,1918-01-01T00:00:00Z,Das Haus des Sonderlings,Q136801115,Q136801116
224,Q136801115,Das Haus des Sonderlings (Erstausgabe von 1918),Q566964,Annie Hruschka,1918-01-01T00:00:00Z,Das Haus des Sonderlings,,
225,Q136801116,Das Haus des Sonderlings (Projekt Gutenberg-DE Edition),Q566964,Annie Hruschka,,Das Haus des Sonderlings,,
226,Q136801117,Stern Nr. 300,Q566964,Annie Hruschka,1920-01-01T00:00:00Z,Stern Nr. 300,Q136801118,Q136801119
227,Q136801118,Stern Nr. 300 (Erstausgabe von 1920),Q566964,Annie Hruschka,1920-01-01T00:00:00Z,Stern Nr. 300,,
228,Q136801119,Stern Nr. 300 (Projekt Gutenberg-DE Edition),Q566964,Annie Hruschka,,Stern Nr. 300,,
229,Q136801120,Gefreit ohne Liebe,Q566964,Annie Hruschka,1919-01-01T00:00:00Z,Gefreit ohne Liebe,Q136801121,Q136801122
230,Q136801121,Gefreit ohne Liebe (Erstausgabe von 1919),Q566964,Annie Hruschka,1919-01-01T00:00:00Z,Gefreit ohne Liebe,,
231,Q136801122,Gefreit ohne Liebe (Projekt Gutenberg-DE Edition),Q566964,Annie Hruschka,,Gefreit ohne Liebe,,
232,Q136801123,Das Geheimnis vom Brintnerhof,Q566964,Annie Hruschka,1924-01-01T00:00:00Z,Das Geheimnis vom Brintnerhof,Q136801124,Q136801125
233,Q136801124,Das Geheimnis vom Brintnerhof (Erstausgabe von 1924),Q566964,Annie Hruschka,1924-01-01T00:00:00Z,Das Geheimnis vom Brintnerhof,,
234,Q136801125,Das Geheimnis vom Brintnerhof (Projekt Gutenberg-DE Edition),Q566964,Annie Hruschka,,Das Geheimnis vom Brintnerhof,,
235,Q136801126,Der Feind aus dem Dunkel,Q566964,Annie Hruschka,1925-01-01T00:00:00Z,Der Feind aus dem Dunkel,Q136801127,Q136801128
236,Q136801127,Der Feind aus dem Dunkel (Erstausgabe von 1925),Q566964,Annie Hruschka,1925-01-01T00:00:00Z,Der Feind aus dem Dunkel,,
237,Q136801128,Der Feind aus dem Dunkel (Projekt Gutenberg-DE Edition),Q566964,Annie Hruschka,,Der Feind aus dem Dunkel,,
238,Q136801129,Schüsse in der Nacht,Q566964,Annie Hruschka,1914-01-01T00:00:00Z,Schüsse in der Nacht,Q136801130,Q136801131
239,Q136801130,Schüsse in der Nacht (Erstausgabe von 1914),Q566964,Annie Hruschka,1914-01-01T00:00:00Z,Schüsse in der Nacht,,
240,Q136801131,Schüsse in der Nacht (Projekt Gutenberg-DE Edition),Q566964,Annie Hruschka,,Schüsse in der Nacht,,
241,Q136801132,Was bin ich dir?,Q566964,Annie Hruschka,1930-01-01T00:00:00Z,Was bin ich dir?,Q136801133,Q136801134
242,Q136801133,Was bin ich dir? (Erstausgabe von 1930),Q566964,Annie Hruschka,1930-01-01T00:00:00Z,Was bin ich dir?,,
243,Q136801134,Was bin ich dir? (Projekt Gutenberg-DE Edition),Q566964,Annie Hruschka,,Was bin ich dir?,,
244,Q136801135,Das silberne Auto,Q566964,Annie Hruschka,1910-01-01T00:00:00Z,Das silberne Auto,Q136801136,Q136801137
245,Q136801136,Das silberne Auto (Erstausgabe von 1910),Q566964,Annie Hruschka,1910-01-01T00:00:00Z,Das silberne Auto,,
246,Q136801137,Das silberne Auto (Projekt Gutenberg-DE Edition),Q566964,Annie Hruschka,,Das silberne Auto,,
247,Q136801138,"Ich war gebunden, als ich dich sah",Q566964,Annie Hruschka,1915-01-01T00:00:00Z,"Ich war gebunden, als ich dich sah",Q136801139,Q136801140
248,Q136801139,"Ich war gebunden, als ich dich sah (Erstausgabe von 1915)",Q566964,Annie Hruschka,1915-01-01T00:00:00Z,"Ich war gebunden, als ich dich sah",,
249,Q136801140,"Ich war gebunden, als ich dich sah (Projekt Gutenberg-DE Edition)",Q566964,Annie Hruschka,,"Ich war gebunden, als ich dich sah",,
250,Q136801142,Großmütterchen,Q1601972,Helene Hübener,1902-01-01T00:00:00Z,Großmütterchen,Q136801143,Q136801144
251,Q136801143,Großmütterchen (Erstausgabe von 1902),Q1601972,Helene Hübener,1902-01-01T00:00:00Z,Großmütterchen,,
252,Q136801144,Großmütterchen (Projekt Gutenberg-DE Edition),Q1601972,Helene Hübener,,Großmütterchen,,
253,Q136801145,Maria und Lisa,Q1601972,Helene Hübener,1904-01-01T00:00:00Z,Maria und Lisa,Q136801146,Q136801147
254,Q136801146,Maria und Lisa (Erstausgabe von 1904),Q1601972,Helene Hübener,1904-01-01T00:00:00Z,Maria und Lisa,,
255,Q136801147,Maria und Lisa (Projekt Gutenberg-DE Edition),Q1601972,Helene Hübener,,Maria und Lisa,,
256,Q136801148,Die Nachbarn,Q1601972,Helene Hübener,1914-01-01T00:00:00Z,Die Nachbarn,Q136801149,Q136801150
257,Q136801149,Die Nachbarn (Erstausgabe von 1914),Q1601972,Helene Hübener,1914-01-01T00:00:00Z,Die Nachbarn,,
258,Q136801150,Die Nachbarn (Projekt Gutenberg-DE Edition),Q1601972,Helene Hübener,,Die Nachbarn,,
259,Q136801151,Unter einem Dach,Q1601972,Helene Hübener,1897-01-01T00:00:00Z,Unter einem Dach,Q136801152,Q136801153
260,Q136801152,Unter einem Dach (Erstausgabe von 1897),Q1601972,Helene Hübener,1897-01-01T00:00:00Z,Unter einem Dach,,
261,Q136801153,Unter einem Dach (Projekt Gutenberg-DE Edition),Q1601972,Helene Hübener,,Unter einem Dach,,
262,Q136801155,Es muß doch Frühling werden,Q1601972,Helene Hübener,1884-01-01T00:00:00Z,Es muß doch Frühling werden,Q136801156,Q136801157
263,Q136801156,Es muß doch Frühling werden (Erstausgabe von 1884),Q1601972,Helene Hübener,1884-01-01T00:00:00Z,Es muß doch Frühling werden,,
264,Q136801157,Es muß doch Frühling werden (Projekt Gutenberg-DE Edition),Q1601972,Helene Hübener,,Es muß doch Frühling werden,,
265,Q136801158,Die drei Freundinnen,Q1601972,Helene Hübener,1899-01-01T00:00:00Z,Die drei Freundinnen,Q136801159,Q136801160
266,Q136801159,Die drei Freundinnen (Erstausgabe von 1899),Q1601972,Helene Hübener,1899-01-01T00:00:00Z,Die drei Freundinnen,,
267,Q136801160,Die drei Freundinnen (Projekt Gutenberg-DE Edition),Q1601972,Helene Hübener,,Die drei Freundinnen,,
268,Q136801161,Aus dem Leben einer Waise,Q1601972,Helene Hübener,1912-01-01T00:00:00Z,Aus dem Leben einer Waise,Q136801162,Q136801163
269,Q136801162,Aus dem Leben einer Waise (Erstausgabe von 1912),Q1601972,Helene Hübener,1912-01-01T00:00:00Z,Aus dem Leben einer Waise,,
270,Q136801163,Aus dem Leben einer Waise (Projekt Gutenberg-DE Edition),Q1601972,Helene Hübener,,Aus dem Leben einer Waise,,
271,Q136801164,Im Rosenhaus,Q1601972,Helene Hübener,1910-01-01T00:00:00Z,Im Rosenhaus,Q136801166,Q136801167
272,Q136801166,Im Rosenhaus (Erstausgabe von 1910),Q1601972,Helene Hübener,1910-01-01T00:00:00Z,Im Rosenhaus,,
273,Q136801167,Im Rosenhaus (Projekt Gutenberg-DE Edition),Q1601972,Helene Hübener,,Im Rosenhaus,,
274,Q136801168,Nur treu,Q1601972,Helene Hübener,1896-01-01T00:00:00Z,Nur treu,Q136801169,Q136801171
275,Q136801169,Nur treu (Erstausgabe von 1896),Q1601972,Helene Hübener,1896-01-01T00:00:00Z,Nur treu,,
276,Q136801171,Nur treu (Projekt Gutenberg-DE Edition),Q1601972,Helene Hübener,,Nur treu,,
277,Q136801172,Rosmarin,Q1660841,Ina Jens,1928-01-01T00:00:00Z,Rosmarin,Q136801173,Q136801174
278,Q136801173,Rosmarin (Erstausgabe von 1928),Q1660841,Ina Jens,1928-01-01T00:00:00Z,Rosmarin,,
279,Q136801174,Rosmarin (Projekt Gutenberg-DE Edition),Q1660841,Ina Jens,,Rosmarin,,
280,Q136801175,Maja,Q1660841,Ina Jens,1926-01-01T00:00:00Z,Maja,Q136801176,Q136801177
281,Q136801176,Maja (Erstausgabe von 1926),Q1660841,Ina Jens,1926-01-01T00:00:00Z,Maja,,
282,Q136801177,Maja (Projekt Gutenberg-DE Edition),Q1660841,Ina Jens,,Maja,,
283,Q136801178,Schibes,Q2649555,Alma Johanna Koenig,1920-01-01T00:00:00Z,Schibes,Q136801179,Q136801180
284,Q136801179,Schibes (Erstausgabe von 1920),Q2649555,Alma Johanna Koenig,1920-01-01T00:00:00Z,Schibes,,
285,Q136801180,Schibes (Projekt Gutenberg-DE Edition),Q2649555,Alma Johanna Koenig,,Schibes,,
286,Q136801181,Die Geschichte von Half dem Weibe,Q2649555,Alma Johanna Koenig,1924-01-01T00:00:00Z,Die Geschichte von Half dem Weibe,Q136801182,Q136801183
287,Q136801182,Die Geschichte von Half dem Weibe (Erstausgabe von 1924),Q2649555,Alma Johanna Koenig,1924-01-01T00:00:00Z,Die Geschichte von Half dem Weibe,,
288,Q136801183,Die Geschichte von Half dem Weibe (Projekt Gutenberg-DE Edition),Q2649555,Alma Johanna Koenig,,Die Geschichte von Half dem Weibe,,
289,Q136801184,Der heilige Palast,Q2649555,Alma Johanna Koenig,1922-01-01T00:00:00Z,Der heilige Palast,Q136801185,Q136801186
290,Q136801185,Der heilige Palast (Erstausgabe von 1922),Q2649555,Alma Johanna Koenig,1922-01-01T00:00:00Z,Der heilige Palast,,
291,Q136801186,Der heilige Palast (Projekt Gutenberg-DE Edition),Q2649555,Alma Johanna Koenig,,Der heilige Palast,,
292,Q136801187,Gudrun,Q2649555,Alma Johanna Koenig,1928-01-01T00:00:00Z,Gudrun,Q136801188,Q136801189
293,Q136801188,Gudrun (Erstausgabe von 1928),Q2649555,Alma Johanna Koenig,1928-01-01T00:00:00Z,Gudrun,,
294,Q136801189,Gudrun (Projekt Gutenberg-DE Edition),Q2649555,Alma Johanna Koenig,,Gudrun,,
295,Q136801190,Amey,Q1457048,Friederike Henriette Kraze,1922-01-01T00:00:00Z,Amey,Q136801191,Q136801192
296,Q136801191,Amey (Erstausgabe von 1922),Q1457048,Friederike Henriette Kraze,1922-01-01T00:00:00Z,Amey,,
297,Q136801192,Amey (Projekt Gutenberg-DE Edition),Q1457048,Friederike Henriette Kraze,,Amey,,
298,Q136801193,Aus Nacht zum Licht,Q17321731,Frida von Kronoff,1899-01-01T00:00:00Z,Aus Nacht zum Licht,Q136801194,Q136801195
299,Q136801194,Aus Nacht zum Licht (Erstausgabe von 1899),Q17321731,Frida von Kronoff,1899-01-01T00:00:00Z,Aus Nacht zum Licht,,
300,Q136801195,Aus Nacht zum Licht (Projekt Gutenberg-DE Edition),Q17321731,Frida von Kronoff,,Aus Nacht zum Licht,,
301,Q136801196,Das Haus im Moor,Q1745845,Nanny Lambrecht,1912-01-01T00:00:00Z,Das Haus im Moor,Q136801197,Q136801198
302,Q136801197,Das Haus im Moor (Erstausgabe von 1912),Q1745845,Nanny Lambrecht,1912-01-01T00:00:00Z,Das Haus im Moor,,
303,Q136801198,Das Haus im Moor (Projekt Gutenberg-DE Edition),Q1745845,Nanny Lambrecht,,Das Haus im Moor,,
304,Q136801199,Hotel Amerika,Q1896079,Maria Leitner,1930-01-01T00:00:00Z,Hotel Amerika,Q136801200,Q136801201
305,Q136801200,Hotel Amerika (Erstausgabe von 1930),Q1896079,Maria Leitner,1930-01-01T00:00:00Z,Hotel Amerika,,
306,Q136801201,Hotel Amerika (Projekt Gutenberg-DE Edition),Q1896079,Maria Leitner,,Hotel Amerika,,
307,Q136801202,Sandkorn im Sturm,Q1896079,Maria Leitner,1929-01-01T00:00:00Z,Sandkorn im Sturm,Q136801203,Q136801204
308,Q136801203,Sandkorn im Sturm (Erstausgabe von 1929),Q1896079,Maria Leitner,1929-01-01T00:00:00Z,Sandkorn im Sturm,,
309,Q136801204,Sandkorn im Sturm (Projekt Gutenberg-DE Edition),Q1896079,Maria Leitner,,Sandkorn im Sturm,,
310,Q136801205,Giovanna,Q18916635,Adda von Liliencron,1897-01-01T00:00:00Z,Giovanna,Q136801206,Q136801207
311,Q136801206,Giovanna (Erstausgabe von 1897),Q18916635,Adda von Liliencron,1897-01-01T00:00:00Z,Giovanna,,
312,Q136801207,Giovanna (Projekt Gutenberg-DE Edition),Q18916635,Adda von Liliencron,,Giovanna,,
313,Q136801208,Hochwaldzauber,Q1330460,Elisabeth von Maltzahn,1919-01-01T00:00:00Z,Hochwaldzauber,Q136801209,Q136801210
314,Q136801209,Hochwaldzauber (Erstausgabe von 1919),Q1330460,Elisabeth von Maltzahn,1919-01-01T00:00:00Z,Hochwaldzauber,,
315,Q136801210,Hochwaldzauber (Projekt Gutenberg-DE Edition),Q1330460,Elisabeth von Maltzahn,,Hochwaldzauber,,
316,Q136801211,Contra naturam?,Q1330460,Elisabeth von Maltzahn,1912-01-01T00:00:00Z,Contra naturam?,Q136801212,Q136801213
317,Q136801212,Contra naturam? (Erstausgabe von 1912),Q1330460,Elisabeth von Maltzahn,1912-01-01T00:00:00Z,Contra naturam?,,
318,Q136801213,Contra naturam? (Projekt Gutenberg-DE Edition),Q1330460,Elisabeth von Maltzahn,,Contra naturam?,,
319,Q136801214,Wenn Mütter sündigen ...,Q1330460,Elisabeth von Maltzahn,1920-01-01T00:00:00Z,Wenn Mütter sündigen ...,Q136801215,Q136801216
320,Q136801215,Wenn Mütter sündigen ... (Erstausgabe von 1920),Q1330460,Elisabeth von Maltzahn,1920-01-01T00:00:00Z,Wenn Mütter sündigen ...,,
321,Q136801216,Wenn Mütter sündigen ... (Projekt Gutenberg-DE Edition),Q1330460,Elisabeth von Maltzahn,,Wenn Mütter sündigen ...,,
322,Q136801218,Doktor Bernhardus,Q1330460,Elisabeth von Maltzahn,1905-01-01T00:00:00Z,Doktor Bernhardus,Q136801219,Q136801220
323,Q136801219,Doktor Bernhardus (Erstausgabe von 1905),Q1330460,Elisabeth von Maltzahn,1905-01-01T00:00:00Z,Doktor Bernhardus,,
324,Q136801220,Doktor Bernhardus (Projekt Gutenberg-DE Edition),Q1330460,Elisabeth von Maltzahn,,Doktor Bernhardus,,
325,Q136801221,Eine Königin von Frankreich und Navarra,Q1330460,Elisabeth von Maltzahn,1903-01-01T00:00:00Z,Eine Königin von Frankreich und Navarra,Q136801222,Q136801223
326,Q136801222,Eine Königin von Frankreich und Navarra (Erstausgabe von 1903),Q1330460,Elisabeth von Maltzahn,1903-01-01T00:00:00Z,Eine Königin von Frankreich und Navarra,,
327,Q136801223,Eine Königin von Frankreich und Navarra (Projekt Gutenberg-DE Edition),Q1330460,Elisabeth von Maltzahn,,Eine Königin von Frankreich und Navarra,,
328,Q136801224,Frau Doktor Breuer,Q63485608,Helene von Mühlau,1920-01-01T00:00:00Z,Frau Doktor Breuer,Q136801225,Q136801226
329,Q136801225,Frau Doktor Breuer (Erstausgabe von 1920),Q63485608,Helene von Mühlau,1920-01-01T00:00:00Z,Frau Doktor Breuer,,
330,Q136801226,Frau Doktor Breuer (Projekt Gutenberg-DE Edition),Q63485608,Helene von Mühlau,,Frau Doktor Breuer,,
331,Q136801227,Ich bekenne,Q1095223,Clara Müller-Jahnke,1904-01-01T00:00:00Z,Ich bekenne,Q136801228,Q136801229
332,Q136801228,Ich bekenne (Erstausgabe von 1904),Q1095223,Clara Müller-Jahnke,1904-01-01T00:00:00Z,Ich bekenne,,
333,Q136801229,Ich bekenne (Projekt Gutenberg-DE Edition),Q1095223,Clara Müller-Jahnke,,Ich bekenne,,
334,Q136801230,Aus dänischer Zeit,Q74303,Charlotte Niese,1894-01-01T00:00:00Z,Aus dänischer Zeit,Q136801231,Q136801232
335,Q136801231,Aus dänischer Zeit (Erstausgabe von 1894),Q74303,Charlotte Niese,1894-01-01T00:00:00Z,Aus dänischer Zeit,,
336,Q136801232,Aus dänischer Zeit (Projekt Gutenberg-DE Edition),Q74303,Charlotte Niese,,Aus dänischer Zeit,,
337,Q136801233,Als der Mond in Dorothees Zimmer schien,Q74303,Charlotte Niese,1917-01-01T00:00:00Z,Als der Mond in Dorothees Zimmer schien,Q136801234,Q136801235
338,Q136801234,Als der Mond in Dorothees Zimmer schien (Erstausgabe von 1917),Q74303,Charlotte Niese,1917-01-01T00:00:00Z,Als der Mond in Dorothees Zimmer schien,,
339,Q136801235,Als der Mond in Dorothees Zimmer schien (Projekt Gutenberg-DE Edition),Q74303,Charlotte Niese,,Als der Mond in Dorothees Zimmer schien,,
340,Q136801238,Er und Sie und andere Novellen,Q74303,Charlotte Niese,1925-01-01T00:00:00Z,Er und Sie und andere Novellen,Q136801239,Q136801240
341,Q136801239,Er und Sie und andere Novellen (Erstausgabe von 1925),Q74303,Charlotte Niese,1925-01-01T00:00:00Z,Er und Sie und andere Novellen,,
342,Q136801240,Er und Sie und andere Novellen (Projekt Gutenberg-DE Edition),Q74303,Charlotte Niese,,Er und Sie und andere Novellen,,
343,Q136801241,Kajus Rungholt,Q74303,Charlotte Niese,1886-01-01T00:00:00Z,Kajus Rungholt,Q136801242,Q136801243
344,Q136801242,Kajus Rungholt (Erstausgabe von 1886),Q74303,Charlotte Niese,1886-01-01T00:00:00Z,Kajus Rungholt,,
345,Q136801243,Kajus Rungholt (Projekt Gutenberg-DE Edition),Q74303,Charlotte Niese,,Kajus Rungholt,,
346,Q136801244,Der verrückte Flinsheim,Q74303,Charlotte Niese,1914-01-01T00:00:00Z,Der verrückte Flinsheim,Q136801245,Q136801246
347,Q136801245,Der verrückte Flinsheim (Erstausgabe von 1914),Q74303,Charlotte Niese,1914-01-01T00:00:00Z,Der verrückte Flinsheim,,
348,Q136801246,Der verrückte Flinsheim (Projekt Gutenberg-DE Edition),Q74303,Charlotte Niese,,Der verrückte Flinsheim,,
349,Q136801247,Geschichten aus Holstein,Q74303,Charlotte Niese,1896-01-01T00:00:00Z,Geschichten aus Holstein,Q136801248,Q136801249
350,Q136801248,Geschichten aus Holstein (Erstausgabe von 1896),Q74303,Charlotte Niese,1896-01-01T00:00:00Z,Geschichten aus Holstein,,
351,Q136801249,Geschichten aus Holstein (Projekt Gutenberg-DE Edition),Q74303,Charlotte Niese,,Geschichten aus Holstein,,
352,Q136801250,Mamsell van Ehren,Q74303,Charlotte Niese,1924-01-01T00:00:00Z,Mamsell van Ehren,Q136801251,Q136801252
353,Q136801251,Mamsell van Ehren (Erstausgabe von 1924),Q74303,Charlotte Niese,1924-01-01T00:00:00Z,Mamsell van Ehren,,
354,Q136801252,Mamsell van Ehren (Projekt Gutenberg-DE Edition),Q74303,Charlotte Niese,,Mamsell van Ehren,,
355,Q136801253,Mein Freund Kaspar und andere Erzählungen,Q74303,Charlotte Niese,1911-01-01T00:00:00Z,Mein Freund Kaspar und andere Erzählungen,Q136801254,Q136801255
356,Q136801254,Mein Freund Kaspar und andere Erzählungen (Erstausgabe von 1911),Q74303,Charlotte Niese,1911-01-01T00:00:00Z,Mein Freund Kaspar und andere Erzählungen,,
357,Q136801255,Mein Freund Kaspar und andere Erzählungen (Projekt Gutenberg-DE Edition),Q74303,Charlotte Niese,,Mein Freund Kaspar und andere Erzählungen,,
358,Q136801256,Ob er wohl Fiekchen heirathen kann?,Q1897556,Marie von Olfers,1876-01-01T00:00:00Z,Ob er wohl Fiekchen heirathen kann?,Q136801257,Q136801258
359,Q136801257,Ob er wohl Fiekchen heirathen kann? (Erstausgabe von 1876),Q1897556,Marie von Olfers,1876-01-01T00:00:00Z,Ob er wohl Fiekchen heirathen kann?,,
360,Q136801258,Ob er wohl Fiekchen heirathen kann? (Projekt Gutenberg-DE Edition),Q1897556,Marie von Olfers,,Ob er wohl Fiekchen heirathen kann?,,
361,Q136801259,Frost in Blüthen,Q1897556,Marie von Olfers,1876-01-01T00:00:00Z,Frost in Blüthen,Q136801260,Q136801261
362,Q136801260,Frost in Blüthen (Erstausgabe von 1876),Q1897556,Marie von Olfers,1876-01-01T00:00:00Z,Frost in Blüthen,,
363,Q136801261,Frost in Blüthen (Projekt Gutenberg-DE Edition),Q1897556,Marie von Olfers,,Frost in Blüthen,,
364,Q136801262,Eigenthum,Q1897556,Marie von Olfers,1876-01-01T00:00:00Z,Eigenthum,Q136801263,Q136801264
365,Q136801263,Eigenthum (Erstausgabe von 1876),Q1897556,Marie von Olfers,1876-01-01T00:00:00Z,Eigenthum,,
366,Q136801264,Eigenthum (Projekt Gutenberg-DE Edition),Q1897556,Marie von Olfers,,Eigenthum,,
367,Q136801265,Jungfer Modeste,Q1897556,Marie von Olfers,1876-01-01T00:00:00Z,Jungfer Modeste,Q136801266,Q136801268
368,Q136801266,Jungfer Modeste (Erstausgabe von 1876),Q1897556,Marie von Olfers,1876-01-01T00:00:00Z,Jungfer Modeste,,
369,Q136801268,Jungfer Modeste (Projekt Gutenberg-DE Edition),Q1897556,Marie von Olfers,,Jungfer Modeste,,
370,Q136801269,Das graue Haus in der Rue Richelieu / Eine Criminalgeschichte,Q1459744,Karoline Pierson,1867-01-01T00:00:00Z,Das graue Haus in der Rue Richelieu / Eine Criminalgeschichte,Q136801270,Q136801271
371,Q136801270,Das graue Haus in der Rue Richelieu / Eine Criminalgeschichte (Erstausgabe von 1867),Q1459744,Karoline Pierson,1867-01-01T00:00:00Z,Das graue Haus in der Rue Richelieu / Eine Criminalgeschichte,,
372,Q136801271,Das graue Haus in der Rue Richelieu / Eine Criminalgeschichte (Projekt Gutenberg-DE Edition),Q1459744,Karoline Pierson,,Das graue Haus in der Rue Richelieu / Eine Criminalgeschichte,,
373,Q136801272,Drude,Q110958,Gertrud Prellwitz,1921-01-01T00:00:00Z,Drude,Q136801273,Q136801274
374,Q136801273,Drude (Erstausgabe von 1921),Q110958,Gertrud Prellwitz,1921-01-01T00:00:00Z,Drude,,
375,Q136801274,Drude (Projekt Gutenberg-DE Edition),Q110958,Gertrud Prellwitz,,Drude,,
376,Q136801275,Der Major,Q16739230,Luise Reinhardt,1869-01-01T00:00:00Z,Der Major,Q136801276,Q136801277
377,Q136801276,Der Major (Erstausgabe von 1869),Q16739230,Luise Reinhardt,1869-01-01T00:00:00Z,Der Major,,
378,Q136801277,Der Major (Projekt Gutenberg-DE Edition),Q16739230,Luise Reinhardt,,Der Major,,
379,Q136801278,Aus dem Strome der Gegenwart,Q16739230,Luise Reinhardt,1865-01-01T00:00:00Z,Aus dem Strome der Gegenwart,Q136801279,Q136801280
380,Q136801279,Aus dem Strome der Gegenwart (Erstausgabe von 1865),Q16739230,Luise Reinhardt,1865-01-01T00:00:00Z,Aus dem Strome der Gegenwart,,
381,Q136801280,Aus dem Strome der Gegenwart (Projekt Gutenberg-DE Edition),Q16739230,Luise Reinhardt,,Aus dem Strome der Gegenwart,,
382,Q136801281,Die Liebende,Q2419609,Therese Rie,1914-01-01T00:00:00Z,Die Liebende,Q136801282,Q136801283
383,Q136801282,Die Liebende (Erstausgabe von 1914),Q2419609,Therese Rie,1914-01-01T00:00:00Z,Die Liebende,,
384,Q136801283,Die Liebende (Projekt Gutenberg-DE Edition),Q2419609,Therese Rie,,Die Liebende,,
385,Q136801284,Heideschulmeister Uwe Karsten,Q1403083,Felicitas Rose,1909-01-01T00:00:00Z,Heideschulmeister Uwe Karsten,Q136801285,Q136801286
386,Q136801285,Heideschulmeister Uwe Karsten (Erstausgabe von 1909),Q1403083,Felicitas Rose,1909-01-01T00:00:00Z,Heideschulmeister Uwe Karsten,,
387,Q136801286,Heideschulmeister Uwe Karsten (Projekt Gutenberg-DE Edition),Q1403083,Felicitas Rose,,Heideschulmeister Uwe Karsten,,
388,Q136801287,Bilder aus den vier Wänden,Q1403083,Felicitas Rose,1911-01-01T00:00:00Z,Bilder aus den vier Wänden,Q136801288,Q136801289
